title,release_year,runtime,imdb_score,type_SHOW,is_high_rated
Kuselan,2008,160,4.8,False,0
Look for a Star,2009,117,5.6,False,0
Zozo,2005,105,6.5,False,0
A Love Story,2007,117,6.4,False,0
Bosta,2005,112,6.4,False,0
Anchor Baby,2010,95,6.3,False,0
Shootout at Lokhandwala,2007,145,7.1,False,1
The Hospital,2006,48,7.4,True,1
Da Kath & Kim Code,2005,90,7.3,False,1
Interview with a Serial Killer,2008,44,5.9,False,0
The Student Cop,2004,110,6.3,False,0
Khawatir,2005,20,9.6,True,1
Dhoondte Reh Jaaoge,2009,135,5.6,False,0
Rabun,2003,90,7.7,False,1
Life's Speed Bump,2006,110,6.6,False,0
Black & White,2009,37,7.6,True,1
Hattrick,2007,110,4.3,False,0
Harishchandrachi Factory,2009,96,8.4,False,1
Koi Aap Sa,2005,142,5.5,False,0
Menahi,2008,100,6.7,False,0
What's Your Raashee?,2009,192,4.8,False,0
Talentime,2009,120,7.4,False,1
Anthony Kaun Hai?,2006,127,5.2,False,0
The Prince Who Turns into a Frog,2005,44,6.8,True,0
Mission Istaanbul,2008,125,3.4,False,0
Fida,2004,122,5.4,False,0
Cocaine,2005,44,7.1,True,1
Breakout,2010,44,6.7,True,0
Kisaan,2009,100,5.5,False,0
My Amnesia Girl,2010,110,6.7,False,0
IjÃ©: The Journey,2010,106,7.0,False,1
At Dolphin Bay,2003,59,6.9,True,0
Perazhagan,2004,148,6.4,False,0
My MVP Valentine,2002,69,6.5,True,0
A Very Special Love,2008,105,6.5,False,0
Pink Zone,2007,15,6.1,True,0
Bheem vs Aliens,2010,69,7.7,False,1
Unriddle,2010,44,8.0,True,1
Tango with Me,2010,104,6.3,False,0
Chhota Bheem Aur Krishna,2008,69,6.4,False,0
Cocomong,2008,13,5.6,True,0
Once a Gangster,2010,95,5.7,False,0
Brother's Shadow,2006,91,6.1,False,0
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",2009,121,6.5,False,0
Banyuki,2010,182,7.4,False,1
Call the Midwife,2012,56,8.5,True,1
Hop,2011,95,5.4,False,0
"Crazy, Stupid, Love.",2011,118,7.4,False,1
New Girl,2011,21,7.7,True,1
Black Mirror,2011,59,8.8,True,1
Margin Call,2011,107,7.1,False,1
Django Unchained,2012,165,8.4,False,1
Longmire,2012,53,8.3,True,1
Looper,2012,119,7.4,False,1
Shameless,2011,54,8.6,True,1
Happy Endings,2011,21,7.8,True,1
Argo,2012,120,7.7,False,1
Last Tango in Halifax,2012,59,8.3,True,1
Midnight in Paris,2011,94,7.7,False,1
Ink Master,2012,42,7.4,True,1
Top Boy,2011,48,8.4,True,1
Warrior,2011,140,8.199999999999998,False,1
Hunter x Hunter,2011,23,9.0,True,1
Les MisÃ©rables,2012,157,7.5,False,1
Arrow,2012,42,7.5,True,1
The Girl with the Dragon Tattoo,2011,158,7.8,False,1
Contagion,2011,106,6.8,False,0
Battleship,2012,131,5.8,False,0
Killing Them Softly,2012,104,6.2,False,0
Just Go with It,2011,117,6.4,False,0
Dark Shadows,2012,113,6.2,False,0
Sherlock Holmes: A Game of Shadows,2011,129,7.4,False,1
Silver Linings Playbook,2012,122,7.7,False,1
The Legend of Korra,2012,23,8.4,True,1
Sword Art Online,2012,23,7.6,True,1
Sucker Punch,2011,110,6.0,False,0
The Borgias,2011,51,7.9,True,1
Ninjago: Masters of Spinjitzu,2012,17,7.2,True,1
Total Recall,2012,120,6.2,False,0
Puella Magi Madoka Magica,2011,24,8.3,True,1
Project X,2012,88,6.6,False,0
Berserk: The Golden Age Arc I - The Egg of the King,2012,76,7.5,False,1
Soul Surfer,2011,112,7.0,False,1
Transformers: Rescue Bots,2012,22,6.4,True,0
Final Destination 5,2011,92,5.9,False,0
Puss in Boots,2011,79,6.6,False,0
Savages,2012,131,6.4,False,0
Teen Mom 2,2011,41,4.5,True,0
Hall Pass,2011,105,5.9,False,0
Comedians in Cars Getting Coffee,2012,20,8.0,True,1
Lilyhammer,2012,45,7.9,True,1
Rurouni Kenshin Part I: Origins,2012,134,7.4,False,1
Unknown,2011,113,6.8,False,0
TIGER & BUNNY,2011,26,7.3,True,1
Fate/Zero,2011,25,8.199999999999998,True,1
The Rite,2011,114,6.0,False,0
Blue Exorcist,2011,24,7.5,True,1
Barbie: Life in the Dreamhouse,2012,6,7.3,True,1
Mean Girls 2,2011,96,4.1,False,0
A Very Harold & Kumar Christmas,2011,108,6.2,False,0
anohana: The Flower We Saw That Day,2011,23,8.199999999999998,True,1
Magi,2012,24,7.8,True,1
Cuckoo,2012,27,5.9,True,0
Thermae Romae,2012,27,6.1,True,0
Red Riding Hood,2011,100,5.4,False,0
My Babysitter's a Vampire,2011,22,6.9,True,0
Kuroko's Basketball,2012,24,8.3,True,1
New Year's Eve,2011,113,5.6,False,0
The Smurfs,2011,103,5.4,False,0
Jack and Jill,2011,91,3.3,False,0
Everything Must Go,2011,97,6.4,False,0
Rita,2012,40,8.1,True,1
John Mulaney: New in Town,2012,58,8.199999999999998,False,1
Wolverine,2011,24,6.2,True,0
One Piece Film: Z,2012,108,7.8,False,1
LEGO City,2011,4,5.0,True,0
Arthur Christmas,2011,97,7.1,False,1
MeatEater,2012,22,7.5,True,1
Silenced,2011,125,8.0,False,1
A Perfect Ending,2012,110,5.7,False,0
Outback Truckers,2012,44,7.4,True,1
LEGO Friends,2012,16,7.6,True,1
Quartet,2012,98,6.8,False,0
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,80,7.7,False,1
La Reina del Sur,2011,42,8.0,True,1
Pablo Escobar: The Drug Lord,2012,44,8.4,True,1
Bill Burr: You People Are All The Same,2012,68,8.199999999999998,False,1
Bully,2011,92,7.4,False,1
The History of Future Folk,2012,86,7.1,False,1
Cloudburst,2011,93,7.2,False,1
Donald Glover: Weirdo,2012,65,7.4,False,1
A Princess for Christmas,2011,89,6.3,False,0
Middle of Nowhere,2012,101,6.5,False,0
Zindagi Na Milegi Dobara,2011,166,8.1,False,1
Escape from Planet Earth,2012,89,5.8,False,0
Sebastian Maniscalco: What's Wrong with People?,2012,75,8.0,False,1
Undefeated,2011,113,7.7,False,1
Singham,2011,143,6.8,False,0
Larva,2011,2,7.1,True,1
The Ultimate Braai Master,2012,45,8.199999999999998,True,1
Minecraft: Story Mode,2011,62,5.5,True,0
Barfi!,2012,151,8.1,False,1
EastSiders,2012,22,6.8,True,0
Smile PreCure!,2012,22,6.1,True,0
Mosquita y Mari,2012,85,6.3,False,0
The Great Magician,2011,128,5.9,False,0
Robocar Poli,2011,14,5.8,True,0
Joan Rivers: Don't Start with Me,2012,68,6.6,False,0
Delhi Belly,2011,102,7.6,False,1
Naruto Shippuden the Movie: Blood Prison,2011,108,7.1,False,1
Maria Bamford: The Special Special Special!,2012,50,7.0,False,1
Little Baby Bum,2011,5,6.4,True,0
Tiger & Bunny: The Beginning,2012,88,6.7,False,0
Don't Go Breaking My Heart,2011,115,6.5,False,0
Pyaar Ka Punchnama,2011,149,7.7,False,1
Big Time Movie,2012,65,6.1,False,0
The American Bible Challenge,2012,43,6.4,True,0
A World Not Ours,2012,93,7.8,False,1
Inside West Coast Customs,2011,47,7.4,True,1
Don 2,2011,139,7.1,False,1
A Second Chance,2011,90,4.7,False,0
Jeff Dunham: Minding the Monsters,2012,80,7.0,False,1
Jeff Dunham: Controlled Chaos,2011,90,7.4,False,1
Chillar Party,2011,140,7.5,False,1
The Dirty Picture,2011,144,6.6,False,0
Kyaa Super Kool Hain Hum,2012,137,5.0,False,0
Talaash,2012,149,7.3,False,1
Masha's tales,2012,5,6.4,True,0
El Reemplazante,2012,45,8.5,True,1
Rowdy Rathore,2012,143,5.9,False,0
Blitz Patrollie,2012,101,5.4,False,0
OMG: Oh My God!,2012,125,8.1,False,1
6 Bullets,2012,115,6.0,False,0
Material,2012,94,7.3,False,1
Toll Booth,2011,96,6.4,False,0
An Elf's Story,2011,24,5.2,False,0
Justin Time,2011,15,6.0,True,0
Without Gorky,2011,58,6.6,False,0
Bodyguard,2011,134,4.6,False,0
Shaitan,2011,126,7.3,False,1
Paan Singh Tomar,2012,135,8.199999999999998,False,1
Kath & Kimderella,2012,80,5.3,False,0
Game,2011,135,5.2,False,0
Lavell Crawford: Can a Brother Get Some Love?,2011,90,6.9,False,0
Grandmaster,2012,130,6.9,False,0
Arjun: The Warrior Prince,2012,96,6.7,False,0
A Beautiful Life,2011,122,6.7,False,0
Mugamoodi,2012,162,5.1,False,0
Players,2012,165,4.2,False,0
Tere Naal Love Ho Gaya,2012,126,5.8,False,0
FRED 3: Camp Fred,2012,81,2.0,False,0
Kalakalappu,2012,149,6.9,False,0
Meet the Adebanjos,2012,25,7.6,True,1
Katt Williams: Kattpacalypse,2012,60,5.5,False,0
No One Killed Jessica,2011,136,7.2,False,1
Luv Shuv Tey Chicken Khurana,2012,140,6.6,False,0
Ragini MMS,2011,93,5.1,False,0
Tom Papa: Live in New York City,2011,57,7.2,False,1
10 jours en or,2012,95,6.0,False,0
26 Years,2012,135,6.3,False,0
7 Khoon Maaf,2011,148,6.2,False,0
Asmaa,2011,96,8.1,False,1
"All's Well, Ends Well",2012,118,5.1,False,0
The Oath,2011,44,7.9,True,1
Vettai,2012,150,6.0,False,0
Tita Rahiba,2012,104,5.2,False,0
Ek Main Aur Ekk Tu,2012,110,5.8,False,0
Last Flight to Abuja,2012,81,4.5,False,0
Michael,2011,97,5.3,False,0
Bbuddah Hoga Terra Baap,2011,118,5.6,False,0
Shor in the City,2011,107,7.2,False,1
Chhota Bheem & Krishna in Mayanagari,2011,66,9.0,False,1
Department,2012,141,3.2,False,0
Stray Bullet,2011,80,6.3,False,0
The Mistress,2012,125,6.3,False,0
Inborn Pair,2011,43,7.1,True,1
Ferrari Ki Sawaari,2012,140,6.4,False,0
Zokkomon,2011,109,3.9,False,0
Office Girls,2011,46,6.9,True,0
Chhota Bheem and the Broken Amulet,2012,63,7.5,False,1
One More Try,2012,100,5.9,False,0
Thaandavam,2012,167,6.1,False,0
Aiyyaa,2012,146,4.3,False,0
Blood Money,2012,110,5.1,False,0
Heroine,2012,140,5.0,False,0
Bwakaw,2012,104,7.1,False,1
"Love, Now",2012,45,7.6,True,1
Chota Bheem Aur Ganesh in the Amazing Odyssey,2012,65,7.8,False,1
Sisterakas,2012,110,5.2,False,0
Masameer,2011,0,8.199999999999998,True,1
Chhota Bheem In Dholakpur to Kathmandu,2012,70,7.8,False,1
The Rise of Kirmada,2012,68,8.0,False,1
Husbands in Goa,2012,150,3.8,False,0
Drunken to Love You,2011,46,6.5,True,0
Question Mark,2011,102,7.0,False,1
Takki,2012,17,6.5,True,0
Muran,2011,134,6.3,False,0
"Darling, Something's Wrong with Your Head",2011,78,6.7,False,0
Phone Swap,2012,111,6.4,False,0
Chhota Bheem Master of Shaolin,2011,75,6.3,False,0
No Other Woman,2011,104,5.9,False,0
Yours Fatefully,2012,44,6.8,True,0
Moshe Kasher: Live in Oakland,2012,60,6.7,False,0
My Friend Pinto,2011,115,5.3,False,0
The Mirror Boy,2011,84,4.9,False,0
The Glamorous Imperial Concubine,2011,47,7.0,True,1
Here Comes the Rain,2011,100,6.3,False,0
Outlander,2014,60,8.4,True,1
Peaky Blinders,2013,58,8.8,True,1
Attack on Titan,2013,24,9.0,True,1
The Blacklist,2013,43,8.0,True,1
Married at First Sight,2014,64,6.1,True,0
Paddington,2014,96,7.2,False,1
The Flash,2014,42,7.6,True,1
Nightcrawler,2014,118,7.8,False,1
Gotham,2014,43,7.8,True,1
Are You The One?,2014,41,6.5,True,0
Her,2013,126,8.0,False,1
42,2013,128,7.5,False,1
The Imitation Game,2014,113,8.0,False,1
The Call,2013,94,6.7,False,0
The 100,2014,42,7.6,True,1
Big Eyes,2014,106,7.2,False,1
How to Get Away with Murder,2014,43,8.1,True,1
Oldboy,2013,104,5.7,False,0
Rush,2013,123,8.1,False,1
Reign,2013,42,7.5,True,1
How to Train Your Dragon 2,2014,102,7.8,False,1
Begin Again,2013,104,7.4,False,1
The Conjuring,2013,107,7.5,False,1
Insidious: Chapter 2,2013,106,6.5,False,0
BoJack Horseman,2014,26,8.8,True,1
House of Cards,2013,52,8.699999999999998,True,1
Henry Danger,2014,24,5.6,True,0
A Walk Among the Tombstones,2014,113,6.5,False,0
Olympus Has Fallen,2013,119,6.5,False,0
The Giver,2014,97,6.4,False,0
Orange Is the New Black,2013,59,8.1,True,1
The Originals,2013,43,8.3,True,1
Jane the Virgin,2014,42,7.8,True,1
Creep,2014,77,6.3,False,0
St. Vincent,2014,102,7.2,False,1
Marco Polo,2014,55,8.0,True,1
Wentworth,2013,46,8.6,True,1
Madam Secretary,2014,43,7.6,True,1
The Green Inferno,2013,100,5.3,False,0
Dark Skies,2013,97,6.3,False,0
KILL la KILL,2013,25,7.9,True,1
The Frozen Ground,2013,105,6.4,False,0
Z Nation,2014,43,6.6,True,0
From Dusk Till Dawn: The Series,2014,45,6.9,True,0
Empire State,2013,94,5.2,False,0
Derek,2013,26,8.1,True,1
Shrek the Musical,2013,130,6.9,False,0
The Butler,2013,132,7.2,False,1
The Thundermans,2013,24,5.6,True,0
Hemlock Grove,2013,49,7.0,True,1
Scary Movie 5,2013,86,3.5,False,0
The Seven Deadly Sins,2014,24,7.9,True,1
Sofia the First,2013,24,6.8,True,0
Sailor Moon Crystal,2014,24,7.8,True,1
Cloudy with a Chance of Meatballs 2,2013,95,6.3,False,0
Lovesick,2014,24,8.1,True,1
Shtisel,2013,48,8.6,True,1
The Chase,2013,44,7.5,True,1
Penguins of Madagascar,2014,92,6.6,False,0
Texas Chainsaw 3D,2013,92,4.8,False,0
Jackass Presents: Bad Grandpa .5,2014,86,6.3,False,0
The Night Shift,2014,42,7.5,True,1
The Next Step,2013,24,5.9,True,0
Mr. Peabody & Sherman,2014,92,6.8,False,0
Vampire Academy,2014,104,5.4,False,0
"I, Frankenstein",2014,92,5.1,False,0
Seventh Son,2014,120,5.5,False,0
Velvet,2014,57,8.1,True,1
Zach Stone Is Gonna Be Famous,2013,20,8.3,True,1
Sabotage,2014,109,5.7,False,0
The Irregular at Magic High School,2014,24,7.1,True,1
The Railway Man,2013,116,7.1,False,1
Resurrection: Ertugrul,2014,57,7.9,True,1
Dreamworks How to Train Your Dragon Legends,2013,17,7.3,True,1
Life of Crime,2013,94,5.8,False,0
Get on Up,2014,139,6.9,False,0
Rabbids Invasion,2013,10,5.5,True,0
The November Man,2014,108,6.3,False,0
The Cat in the Hat Knows a Lot About That!,2013,19,6.4,True,0
The Nut Job,2014,85,5.7,False,0
Girlfriends' Guide to Divorce,2014,42,6.9,True,0
Brick Mansions,2014,90,5.6,False,0
The Big Wedding,2013,90,5.6,False,0
Tiny House Nation,2014,43,7.1,True,1
Talking Tom and Friends,2014,11,6.1,True,0
The Battered Bastards of Baseball,2014,80,8.0,False,1
Who Am I,2014,105,7.5,False,1
Ever After High,2013,30,7.7,True,1
Yowamushi Pedal,2013,24,7.7,True,1
Sam & Cat,2013,24,5.6,True,0
Bo Burnham: What.,2013,60,8.3,False,1
The Smurfs 2,2013,105,5.3,False,0
Metallica: Through the Never,2013,93,7.1,False,1
Walk of Shame,2014,95,6.0,False,0
Search Party,2014,93,5.6,False,0
Stand by Me Doraemon,2014,90,7.3,False,1
Thanks for Sharing,2013,112,6.4,False,0
Copenhagen,2014,98,7.1,False,1
Cowspiracy: The Sustainability Secret,2014,90,8.199999999999998,False,1
The Heirs,2013,59,7.5,True,1
The Haunting in Connecticut 2: Ghosts of Georgia,2013,101,5.2,False,0
Young & Hungry,2014,21,7.3,True,1
Mike Birbiglia: My Girlfriend's Boyfriend,2013,75,8.0,False,1
Elena,2013,82,7.6,False,1
"Nicky, Ricky, Dicky & Dawn",2014,23,5.1,True,0
Berserk: The Golden Age Arc III - The Advent,2013,110,7.8,False,1
Bill Burr: I'm Sorry You Feel That Way,2014,80,8.3,False,1
The Haunted Hathaways,2013,24,5.0,True,0
A Haunted House 2,2014,86,4.6,False,0
Black Money Love,2014,90,7.4,True,1
Angry Birds Toons,2013,2,6.2,True,0
We Steal Secrets: The Story of WikiLeaks,2013,162,6.9,False,0
Effie Gray,2014,85,6.0,False,0
Free Birds,2013,91,5.8,False,0
The Square,2013,88,8.1,False,1
The Short Game,2013,100,7.3,False,1
PK,2014,153,8.199999999999998,False,1
Underdogs,2013,106,6.5,False,0
Jinxed,2013,70,6.4,False,0
Mako Mermaids: An H2O Adventure,2013,25,6.7,True,0
Swearnet: The Movie,2014,112,6.1,False,0
Tiger & Bunny: The Rising,2014,101,6.8,False,0
Selfie,2014,123,6.0,False,0
Virunga,2014,90,8.199999999999998,False,1
Tom Segura: Completely Normal,2014,74,7.7,False,1
Buddies,2013,94,6.6,False,0
Chennai Express,2013,141,6.1,False,0
Lalaloopsy,2013,23,6.4,True,0
Senora Acero,2014,43,6.8,True,0
Monty Python: The Meaning of Live,2014,96,7.6,False,1
Pac-Man and the Ghostly Adventures,2013,22,4.8,True,0
Zbrodnia,2014,45,6.2,True,0
LEGO DC Comics Super Heroes: Batman Be-Leaguered,2014,22,6.5,False,0
Black Ink Crew New York,2013,41,4.6,True,0
Nagi-Asu: A Lull in the Sea,2013,23,7.3,True,1
The Berlin File,2013,120,6.6,False,0
Omar,2013,96,7.5,False,1
Moving Art,2014,28,8.6,True,1
VeggieTales in the House,2014,18,4.3,True,0
Dabbe: The Possession,2013,120,6.8,False,0
Haider,2014,150,8.1,False,1
2 States,2014,149,6.9,False,0
Booba,2014,4,7.0,True,1
20 Minutes,2013,45,7.3,True,1
A Fairly Odd Summer,2014,68,4.0,False,0
Blind Detective,2013,130,6.4,False,0
The Boss: Anatomy of a Crime,2014,98,7.3,False,1
DÃ©rapages,2014,53,7.9,True,1
Dokidoki! PreCure,2013,23,6.3,True,0
Khoobsurat,2014,130,6.5,False,0
Monty Python: Live (Mostly),2014,138,7.6,False,1
Miss Granny,2014,124,7.2,False,1
Highway,2014,133,7.6,False,1
Queen,2014,146,8.199999999999998,False,1
Expelled from Paradise,2014,104,6.7,False,0
Masha's Spooky Stories,2014,5,6.1,True,0
All Hail King Julien,2014,23,7.0,True,1
Some Assembly Required,2014,25,8.5,True,1
Incomplete Life,2014,73,8.6,True,1
Jim Gaffigan: Obsessed,2014,70,7.6,False,1
Mission Blue,2014,94,7.9,False,1
ABCD,2013,136,6.3,False,0
Pedal the World,2014,84,5.0,False,0
City of God: 10 Years Later,2013,69,6.4,False,0
Birth Reborn,2013,91,7.8,False,1
Bombay Talkies,2013,127,6.6,False,0
Kai Po Che!,2013,126,7.8,False,1
My Beautiful Broken Brain,2014,84,7.1,False,1
Mitt,2014,93,6.9,False,0
Ragini MMS 2,2014,120,3.9,False,0
Fukrey,2013,137,6.9,False,0
Dedh Ishqiya,2014,152,7.0,False,1
Hasee Toh Phasee,2014,141,6.8,False,0
Pizza,2014,107,6.2,False,0
Ankhon Dekhi,2014,104,8.0,False,1
"Raja, Rasoi Aur Anya Kahaniyaan",2014,29,9.0,True,1
Boss,2013,143,5.3,False,0
"That Winter, the Wind Blows",2013,63,7.6,True,1
Tea Time,2014,70,7.6,False,1
When Love Happens,2014,109,4.8,False,0
Mary Kom,2014,122,6.9,False,0
Dharmakshetra,2014,44,8.199999999999998,True,1
Four Sisters and a Wedding,2013,126,7.2,False,1
Special 26,2013,144,8.0,False,1
Once Upon a Time in Mumbai Dobaara!,2013,160,4.6,False,0
Swearnet Live,2014,75,5.4,False,0
Jim Jefferies: Bare,2014,76,8.0,False,1
Dabbe 5: Zehr-i Cin,2014,132,6.0,False,0
The Perfect Dictatorship,2014,143,7.2,False,1
Imperial Dreams,2014,87,6.7,False,0
Liar's Dice,2013,104,6.8,False,0
El Mago Pop,2013,44,6.8,False,0
Humpty Sharma Ki Dulhania,2014,133,6.0,False,0
Print the Legend,2014,100,7.0,False,1
The Butterfly's Dream,2013,138,7.8,False,1
Jeff Dunham: All Over the Map,2014,41,7.1,False,1
Against the Tide,2014,44,7.6,True,1
Bride for Rent,2014,115,6.4,False,0
Ghanchakkar,2013,137,5.8,False,0
Aziz Ansari: Buried Alive,2013,79,7.2,False,1
Marc Maron: Thinky Pain,2013,90,7.3,False,1
Naan Sigappu Manithan,2014,161,6.5,False,0
Turbo FAST,2013,19,6.5,True,0
Born in Gaza,2014,69,7.4,False,1
Romantik Komedi 2: BekarlÄ±ÄŸa Veda,2013,105,5.1,False,0
Free to Play,2014,75,7.9,False,1
"The Other One: The Long, Strange Trip of Bob Weir",2014,85,7.3,False,1
Inkaar,2013,133,6.2,False,0
Sammy & Co,2014,14,5.6,True,0
Coming Soon,2014,134,7.5,False,1
The Midas Touch,2013,99,5.0,False,0
Refugiado,2014,95,6.4,False,0
Ralphie May: Imperfectly Yours,2013,69,5.4,False,0
Wedding Association,2013,106,7.1,False,1
Heritages,2014,96,7.3,False,1
Race 2,2013,150,5.3,False,0
Madras Cafe,2013,130,7.7,False,1
Deliha,2014,107,4.5,False,0
Confusion Na Wa,2013,105,7.0,False,1
Saheb Biwi Aur Gangster Returns,2013,142,6.7,False,0
Ungli,2014,114,5.8,False,0
Chashme Baddoor,2013,120,5.4,False,0
SampleThis,2013,85,6.4,False,0
The War Against Women,2013,62,7.3,False,1
Ghadi,2013,100,7.3,False,1
Eyes of a Thief,2014,98,6.6,False,0
01-Oct,2014,149,6.4,False,0
Mars at Sunrise,2014,75,7.8,False,1
Satyagraha,2013,152,5.9,False,0
Bhaji in Problem,2013,130,7.3,False,1
Pagpag: Nine Lives,2013,105,5.5,False,0
Blind Intersections,2013,87,6.7,False,0
Trailer Park Boys: Live at the North Pole,2014,88,6.7,False,0
Must Be... Love,2013,100,6.4,False,0
She's The One,2013,110,6.3,False,0
Trailer Park Boys - Live in F**kin' Dublin,2014,81,6.2,False,0
SDU: Sex Duties Unit,2013,94,5.9,False,0
Theeya Velai Seiyyanum Kumaru,2013,125,5.1,False,0
Settai,2013,136,4.5,False,0
Raja Natwarlal,2014,141,6.1,False,0
Chhota Bheem in the Incan Adventure,2013,64,7.4,False,1
Anjaan,2014,170,5.3,False,0
Cold Harbour,2014,93,5.2,False,0
Himmatwala,2013,150,1.7,False,0
Na Bangaaru Talli,2014,116,7.2,False,1
What the Fish,2013,98,5.2,False,0
My Own Man,2014,82,6.4,False,0
One by Two,2014,139,3.9,False,0
The Land of Cards,2013,110,5.6,False,0
Starting Over Again,2014,130,8.3,False,1
It Takes a Man and a Woman,2013,120,6.7,False,0
Chelsea Handler: Uganda Be Kidding Me Live,2014,71,5.8,False,0
Wyatt Cenac: Brooklyn,2014,67,6.3,False,0
Xenos,2013,12,7.8,False,1
Seven Souls in the Skull Castle,2013,179,7.3,False,1
Boss & Me,2014,45,7.3,True,1
D.L. Hughley: Clear,2014,59,6.9,False,0
Giraffada,2014,85,6.3,False,0
Bobby Jasoos,2014,121,5.5,False,0
Grandmother's Farm,2013,71,2.9,False,0
Anaamika,2014,124,5.5,False,0
Mumbai Delhi Mumbai,2014,120,5.7,False,0
A Place in the Stars,2014,112,6.2,False,0
That Thing Called Tadhana,2014,110,7.4,False,1
Gori Tere Pyaar Mein,2013,150,4.9,False,0
She's Dating the Gangster,2014,105,7.0,False,1
Deewana Main Deewana,2013,107,2.6,False,0
Two Fathers,2013,44,8.0,True,1
Sommore: Chandelier Status,2013,75,6.6,False,0
E-Team,2014,88,7.1,False,1
The Royal Bengal Tiger,2014,107,6.9,False,0
Chhota Bheem & Krishna vs Zimbara,2013,64,8.6,False,1
Gollu Aur Pappu,2014,112,3.8,False,0
Mystic Whispers,2014,26,6.9,True,0
The Amazing Praybeyt Benjamin,2014,105,4.0,False,0
Diamonds in the Sky,2014,132,7.4,False,1
Chhota Bheem Neeli Pahaadi,2013,63,8.5,False,1
Doctor Bello,2013,95,4.8,False,0
Chhota Bheem Aur Hanuman,2013,67,7.1,False,1
Chhota Bheem and the ShiNobi Secret,2013,63,8.6,False,1
Sigaram Thodu,2014,147,6.1,False,0
Ojo's in d' House,2013,24,6.1,True,0
Flower Girl,2013,94,6.0,False,0
Chhota Bheem Dus pe Dus,2014,62,5.1,False,0
Chhota Bheem the Crown of Valhalla,2013,64,8.1,False,1
Better Call Saul,2015,49,8.8,True,1
The Last Kingdom,2015,55,8.5,True,1
Stranger Things,2016,52,8.699999999999998,True,1
Schitt's Creek,2015,22,8.5,True,1
Alone,2015,48,8.4,True,1
